HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458315.85241,2018-07-16.3516939,bf,1.38,15.812,14.384,0.059,6.763,0.365,V
2458318.54572,2018-07-19.0447476,bn,1.54,16.475,15.138,0.065,3.197,0.188,g
2458318.54693,2018-07-19.0459581,bn,1.54,16.683,14.964,0.045,3.754,0.155,g
2458318.54818,2018-07-19.0472062,bn,1.54,16.707,14.907,0.042,3.955,0.151,g
2458320.03940,2018-07-20.5382877,bb,1.71,16.222,14.463,0.043,6.286,0.250,V
2458320.04067,2018-07-20.5395614,bb,1.70,16.227,14.409,0.041,6.615,0.249,V
2458320.04195,2018-07-20.5408359,bb,1.69,16.347,14.535,0.041,5.884,0.223,V
2458320.85583,2018-07-21.3546357,bj,1.59,16.857,15.015,0.040,3.582,0.131,g
2458320.85704,2018-07-21.3558471,bj,1.64,16.840,14.927,0.038,3.883,0.134,g
2458320.85826,2018-07-21.3570644,bj,1.54,16.752,14.904,0.040,3.968,0.145,g
2458321.54289,2018-07-22.0416305,bn,1.59,16.959,14.968,0.035,3.740,0.120,g
2458321.54412,2018-07-22.0428634,bn,1.56,17.014,14.957,0.033,3.777,0.114,g
2458321.54534,2018-07-22.0440813,bn,1.53,17.027,14.957,0.032,3.779,0.113,g
2458322.53939,2018-07-23.0380414,bn,1.57,16.389,14.935,0.057,3.857,0.202,g
2458322.54060,2018-07-23.0392521,bn,1.61,16.438,14.907,0.053,3.954,0.193,g
2458322.54181,2018-07-23.0404587,bn,1.54,16.411,14.897,0.054,3.994,0.198,g
2458322.79979,2018-07-23.2984127,bf,1.51,14.987,14.434,0.132,6.464,0.777,V
2458322.80107,2018-07-23.2996940,bf,1.53,15.172,14.742,0.148,4.861,0.655,V
2458322.80235,2018-07-23.3009759,bf,1.48,14.944,14.361,0.128,6.911,0.809,V
2458323.53849,2018-07-24.0370524,bn,1.60,16.012,15.163,0.100,3.123,0.286,g
